domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
hornetsecurity.com,Hornetsecurity (Exit),htgf,ICP 1,7,7,high,docs|auth|status,"",,,Germany,,,https://www.hornetsecurity.com,https://www.htgf.de/en/portfolio/
klara.com,Klara,project_a,ICP 2,7,7,high,api|auth|status,"",Seed,,New York,The healthcare messaging platform,,https://www.klara.com/,https://www.project-a.vc/companies
nfon.com,NFON (Exit),htgf,ICP 1,7,7,high,api|docs|status,"",,,Germany,,,https://www.nfon.com,https://www.htgf.de/en/portfolio/
nife.io,Nife,antler,ICP 2,7,7,high,api|docs|status,B2B Software,2021,,Singapore,Nife is an enterprise application deployment and orchestration platform provider that is transforming how users experience the internet.,Nife is an enterprise application deployment and orchestration platform provider that is transforming how users experience the internet.,https://nife.io/,https://www.antler.co/portfolio
runware.ai,Runware,speedinvest,ICP 2,7,7,high,api|docs|status,Deep Tech,2025,,United Kingdom,"Unified API for high-performance AI inference, enabling teams to run any AI model faster and at significantly lower cost.","Runware is an AI inference platform that unifies access to hundreds of AI models through a single API. By combining custom inference hardware with an optimized software stack, it delivers materially faster performance and up to 10x lower costs than traditional cloud deployments. Developers can easily switch, route, or A/B test models at scale without vendor lock-in. Runware powers billions of AI generations for consumer and enterprise products worldwide. ‍",https://runware.ai/,https://www.speedinvest.com/portfolio/
tech11.com,Tech11 (Exit),htgf,ICP 1,7,7,high,docs|auth|status,"",,,Germany,,,https://tech11.com,https://www.htgf.de/en/portfolio/
tenyks.ai,tenyks,speedinvest,ICP 2,7,7,high,docs|app|dashboard,Deep Tech,2021,,Bulgaria,Helping AI developers who work with computer vision data to build more reliable software faster.,"Tenyks is a University of Cambridge spin-out, inventing the way humanity interacts with AI to protect and delight. ‍ We are building an MLOps monitoring and validation platform that helps AI developers working with computer vision data to build more reliable software faster. Specifically, our platform helps ML developers understand what’s wrong with their software and fix it.",https://www.tenyks.ai/,https://www.speedinvest.com/portfolio/
asap.work,Asap.work,speedinvest,ICP 2,7,6,high,api|app|status,Marketplaces & Consumer,2023,,,Connecting construction companies with qualified temporary workers.,"Asap.work is revolutionizing the future of work in the construction industry by connecting construction companies with qualified temporary workers through a digital-first offer with personalized support. At the same time, skilled workers on the platform are also able to quickly find new employment opportunities and better-paying jobs.",https://www.asap.work,https://www.speedinvest.com/portfolio/
bitfount.com,Bitfount,speedinvest,ICP 2,7,6,high,docs|auth,Deep Tech,2021,,United Kingdom,A platform for federated AI and data collaboration.,"Bitfount enables modellers to gather insights and train models from other people’s data. Because of the federated nature of the platform, Bitfount enables data providers to share the benefits of their data without ever having to give up control or privacy.",https://www.bitfount.com/,https://www.speedinvest.com/portfolio/
boxo.io,Boxo,antler,ICP 2,7,6,high,docs|dashboard|status,B2B Software,2019,,Singapore,Super app infrastructure platform,Super app infrastructure platform,https://www.boxo.io/,https://www.antler.co/portfolio
cloudplan.net,cloudplan,htgf,ICP 1,7,6,high,api|docs,"",,,Germany,,,https://www.cloudplan.net,https://www.htgf.de/en/portfolio/
code-intelligence.com,Code Intelligence,htgf,ICP 1,7,6,high,docs|auth,"",,,Germany,,,https://code-intelligence.com/,https://www.htgf.de/en/portfolio/
dearemployee.de,DearEmployee,htgf,ICP 1,7,6,high,auth|app|status,"",,,Germany,,,https://www.dearemployee.de/,https://www.htgf.de/en/portfolio/
deepmodel.ai,DeepModel,antler,ICP 2,7,6,high,api|auth,B2B Software,2024,,US,Turnkey platform for launching specialized AI agents in minutes.,Turnkey platform for launching specialized AI agents in minutes.,https://www.deepmodel.ai,https://www.antler.co/portfolio
enercast.de,enercast,htgf,ICP 1,7,6,high,api|auth,"",,,Germany,,,https://www.enercast.de/,https://www.htgf.de/en/portfolio/
glassflow.dev,GlassFlow,htgf,ICP 1,7,6,high,docs|auth,"",,,Germany,,,https://www.glassflow.dev,https://www.htgf.de/en/portfolio/
gofigr.ai,GoFIGR,antler,ICP 2,7,6,high,auth|app|status,B2B Software,2020,,Australia,"GoFIGR is an internal talent marketplace and insights platform for mid to large companies that simplifies talent management, promotes internal mobility, and unlocks the full potential of their workforce.","GoFIGR is an internal talent marketplace and insights platform for mid to large companies that simplifies talent management, promotes internal mobility, and unlocks the full potential of their workforce.",https://gofigr.ai/,https://www.antler.co/portfolio
houseeazy.com,HouseEazy,antler,ICP 2,7,6,high,api|auth,Real Estate and PropTech,2023,,India,"HouseEazy is a digital platform transforming home resale with transparency, simplicity, and speed.","HouseEazy is a digital platform transforming home resale with transparency, simplicity, and speed.",https://houseeazy.com/,https://www.antler.co/portfolio
ico-lux.de,ICO-LUX,htgf,ICP 1,7,6,high,api|auth,"",,,Germany,,,https://www.ico-lux.de/,https://www.htgf.de/en/portfolio/
implisense.com,Implisense,htgf,ICP 1,7,6,high,api|docs,"",,,Germany,,,https://www.implisense.com/,https://www.htgf.de/en/portfolio/
inferless.com,Inferless,antler,ICP 2,7,6,high,docs|console,B2B Software,2021,,US,"A serverless GPU inference platform that enables rapid, scalable deployment of machine learning models without infrastructure management.","A serverless GPU inference platform that enables rapid, scalable deployment of machine learning models without infrastructure management.",https://www.inferless.com/,https://www.antler.co/portfolio
julaya.co,Julaya,speedinvest,ICP 2,7,6,high,api|app|status,Marketplaces & Consumer,2022,,Ivory Coast,Enabling companies to perform all their financial transactions in one single interface.,"Julaya is a B2B digital account that enables companies to send and collect payments seamlessly through a digital account. ‍ With the Julaya platform, SME’s, large corporates and government institutions can make bulk payments through all mobile money channels, process their travel or online expenses with a corporate prepaid card, easily import all transactions into their accounting system, and digitize cash collection.",https://julaya.co,https://www.speedinvest.com/portfolio/
kuulie.com,Kuulie,antler,ICP 2,7,6,high,api|auth,B2B Software,2021,,Singapore,AI and SaaS platform for the freight forwarding industry,AI and SaaS platform for the freight forwarding industry,https://kuulie.com,https://www.antler.co/portfolio
leta.ai,Leta,speedinvest,ICP 2,7,6,high,api|console,"Middle East, Africa & Beyond",2025,,Kenya,Helping businesses optimize the movement of goods to reduce costs and minimize climate impact.,"Built for Africa's unique logistics challenges, Leta’s AI-powered platform optimizes delivery routes, tracks shipments in real time, and streamlines payments while transforming shipment data into actionable insights. ‍ Since 2022, Leta has powered millions of deliveries, managed thousands of vehicles, and expanded from Kenya into Nigeria, Uganda, Zambia, and Zimbabwe—working with brands like KFC, EABL, and Chandaria Industries.",https://leta.ai/,https://www.speedinvest.com/portfolio/
messengerpeople.com,MessengerPeople (Exit),htgf,ICP 1,7,6,high,docs|app|status,"",,,Germany,,,https://www.messengerpeople.com,https://www.htgf.de/en/portfolio/
minubo.com,minubo,htgf,ICP 1,7,6,high,api|app|status,"",,,Germany,,,https://www.minubo.com/,https://www.htgf.de/en/portfolio/
nestpick.com,Nestpick,b2venture,ICP 1,7,6,high,api|docs,Marketplace,2015,,Germany,"Nestpick is the biggest database for furnished apartment rentals. On Nestpick you can browse more than 1 million listings from over 100 providers like Spotahome, ErasmusU, Student.com and many more, all in one place. Nestpick is a free meta-search engine that will help you find your room or flat for rent in Berlin, London, Barcelona, Amsterdam, Madrid and many other cities around the world.","Nestpick is the biggest database for furnished apartment rentals. On Nestpick you can browse more than 1 million listings from over 100 providers like Spotahome, ErasmusU, Student.com and many more, all in one place. Nestpick is a free meta-search engine that will help you find your room or flat for rent in Berlin, London, Barcelona, Amsterdam, Madrid and many other cities around the world.",https://www.nestpick.com/,https://www.b2venture.vc/portfolio
nordantech.com,Nordantech Solutions,htgf,ICP 1,7,6,high,docs|app|status,"",,,Germany,,,https://www.nordantech.com/de,https://www.htgf.de/en/portfolio/
onebrick.io,Brick,antler,ICP 2,7,6,high,api|app|status,B2B Software,2020,,Singapore,Brick is a financial API provider enabling tech companies in SEA to offer in-app financial services with just 1 line of code.,Brick is a financial API provider enabling tech companies in SEA to offer in-app financial services with just 1 line of code.,https://www.onebrick.io/,https://www.antler.co/portfolio
onecliq.io,OneCliq,antler,ICP 2,7,6,high,api|docs,ConsumerTech,2022,,Canada,"OneCliq is a social micro-learning platform to entrepreneurs, innovators","OneCliq is a social micro-learning platform to entrepreneurs, innovators",https://www.onecliq.io/?utm_source=linkedin.com&amp;utm_medium=profile,https://www.antler.co/portfolio
onetrust.com,OneTrust,speedinvest,ICP 2,7,6,high,developer|app|status,Marketplaces & Consumer,2021,,United States of America,"Helping companies manage privacy, consent, and AI governance to reduce risk, build trust, and drive innovation.","OneTrust builds the Trust Intelligence Platform – connecting privacy, GRC, ethics, and ESG teams, data, and processes – so companies big and small can collaborate seamlessly and put trust at the center of their operations and culture. We help companies and supply chains stay resilient through the unknown. We empower ethical cultures so companies can uphold the highest standards of trust. We help measure and track ESG initiatives so companies can play a meaningful role in shaping a better future for all. ‍",https://www.onetrust.com/,https://www.speedinvest.com/portfolio/
